agentid,officeid,firstname,lastname,phonenumber,email,licensenumber,yearsofexperience
92048,2623,Stephen,Stanley,(108) 240-7449,stanleys@yahoo.com,WO14-98226343,8.39
45354,1617,Sara,Barber,(810) 138-3656,sarabarber@outlook.com,AB48-01649562,18.84
40814,3136,Amber,Wilkinson,(700) 926-0317,awilkinson@yahoo.com,BY74-97418977,13.32
40368,2829,Nicholas,Nixon,(295) 259-0219,nicholas.nixon@yahoo.com,Es47-92305774,2.35
58308,9684,Tyler,Lee,(045) 404-6144,tlee@yahoo.com,QZ46-75354457,3.54
95655,6127,Laura,Nash,(299) 399-4136,nashl@mail.com,yJ65-47545858,1.64
43389,7262,Julie,Bailey,(846) 329-7880,jbailey@outlook.com,YU54-93109080,26.23
47662,7170,Carla,Fowler,(602) 579-9376,carla_fowler@gmail.com,YK29-01042354,3.68
59553,5563,Paul,Hall,(876) 738-8488,hallp@yahoo.com,KL94-53008980,4.19
91451,6331,Steven,Jackson,(949) 860-0657,stevenjackson@gmail.com,HA37-01995542,16.5
36141,8190,William,Soto,(598) 907-4032,wsoto@icloud.com,XP66-79498992,8.95
25900,1926,Michelle,Aguilar,(179) 674-2458,maguilar@icloud.com,hC14-52870803,18.84
59802,6567,Kathleen,Diaz,(858) 204-8429,kathleendiaz@gmail.com,HK11-84089431,7.11
20297,2822,Carrie,Smith,(064) 537-8278,csmith@icloud.com,MM73-43339497,24.25
58046,3162,Ashley,Nunez,(870) 333-0005,anunez@gmail.com,gr15-90300995,18.12
57659,4105,Carlos,Moss,(896) 258-9675,carlos.moss@yahoo.com,JM62-52486621,2.81
51353,7724,Jasmine,Hayes,(930) 362-7428,jhayes@yahoo.com,AV58-37877875,2.6
16831,5003,Lauren,Long,(123) 697-4831,longl@hotmail.com,Zm97-46550867,13.09
90927,8780,Mark,Huffman,(359) 978-9292,mhuffman@mail.com,uy41-20533666,26.57
22849,7824,Larry,Conner,(550) 127-3312,larry_conner@icloud.com,uG36-61271285,18.91
18469,4371,Nathan,Savage,(970) 798-2261,nathansavage@gmail.com,Ek37-85918279,10.51
25189,2968,Danielle,Bates,(525) 616-2956,daniellebates@aol.com,SH20-90421289,12.53
47548,3404,Michael,Skinner,(373) 894-2868,skinnerm@icloud.com,ia95-66257423,10.08
77263,6917,Kimberly,Bush,(857) 943-9489,kimberlybush@comcast.net,me54-73790182,9.55
36737,3891,Joseph,Brown,(784) 264-3032,josephbrown@hotmail.com,PC00-15332632,18.11
74571,2623,Andrew,Edwards,(702) 275-7836,andrewedwards@gmail.com,HB40-78403341,11.8
74121,6219,Rebecca,Palmer,(832) 497-0338,rebecca_palmer@mail.com,vg27-58339911,18.87
39984,5588,Melissa,Wilson,(106) 251-8186,melissawilson@outlook.com,vT55-29617435,20.22
34522,2442,Robert,Shaw,(645) 232-3535,robert.shaw@icloud.com,Wp20-51108900,26.75
24702,6127,Matthew,Bell,(355) 632-7634,bellm@mail.com,Uh15-43317187,4.16
95340,3136,Barbara,Phelps,(687) 912-5585,bphelps@gmail.com,Dj02-22380229,15.42
80311,2905,Stacey,Ellison,(167) 457-0188,staceyellison@mail.com,RO44-38099923,5.83
34868,9331,Chris,Bradford,(126) 649-9878,bradfordc@yahoo.com,gs41-80904295,4.22
68884,2905,Anne,Tucker,(775) 226-4169,anne.tucker@gmail.com,Ma49-40219396,17.41
62417,6579,Derek,Ingram,(020) 745-8580,ingramd@outlook.com,ZL17-96158636,10.24
85544,8216,Charles,Richard,(631) 566-6415,crichard@comcast.net,SF18-36063272,28.11
84015,1580,Mandy,Thomas,(888) 481-3654,mandy_thomas@icloud.com,nf14-47466502,28.87
71862,5717,Karl,Flores,(589) 065-1738,floresk@outlook.com,bp83-54376969,13.36
90231,3836,Marc,Ellis,(324) 932-5460,marcellis@hotmail.com,UI60-39298677,20.5
30398,7170,Joshua,Phillips,(657) 940-2719,jphillips@outlook.com,SQ08-57214810,12.44
25597,3926,Barbara,Lee,(064) 222-8598,leeb@gmail.com,vz07-20806064,1.32
14901,2569,Robert,Phillips,(665) 365-8311,robert_phillips@hotmail.com,TU59-60721658,12.63
37969,1824,Victoria,Gallegos,(323) 386-0752,gallegosv@icloud.com,YP15-07878533,2.48
82510,2829,Bob,Campbell,(198) 741-6886,bob.campbell@hotmail.com,tF36-38114557,7.04
10227,9331,Chelsey,Ramos,(251) 881-0113,chelsey.ramos@hotmail.com,xy96-91617809,26.5
37203,3402,Mary,Robbins,(417) 809-9739,mary.robbins@mail.com,Fg80-96121659,22.42
59318,1731,John,Hayden,(088) 239-2711,jhayden@aol.com,Ue37-69137825,26.23
76021,4231,Dennis,Humphrey,(923) 392-7747,humphreyd@gmail.com,BL15-70019430,12.59
68214,6023,Trevor,Dyer,(534) 601-4657,tdyer@icloud.com,tB88-35745201,15.64
57175,2869,Andrew,Henderson,(557) 641-5237,ahenderson@aol.com,zI87-84179406,10.76
65248,1518,Jeremy,Hayes,(919) 083-9901,jeremy.hayes@icloud.com,cl82-39800540,11.04
34678,7799,Shannon,Collins,(897) 442-4114,shannon_collins@outlook.com,XI02-20748090,10.32
89922,5563,Kyle,Johnson,(991) 912-3951,kyle.johnson@icloud.com,YO63-82949379,12.63
92837,3488,Brenda,Hill,(950) 182-2979,bhill@comcast.net,Ga38-35877286,27.94
38376,4495,Lisa,Anderson,(520) 992-9488,lisaanderson@mail.com,HZ64-25277197,27.11
29779,2986,Mitchell,Russell,(123) 629-7895,mitchell.russell@comcast.net,qv18-41970544,29.97
63600,7977,Patricia,Washington,(954) 719-5013,patriciawashington@icloud.com,nu19-30144269,22.04
79262,8437,Keith,Marshall,(905) 432-8674,keith.marshall@gmail.com,mM19-67523186,23.17
67217,2829,Eric,Gibbs,(702) 138-6923,gibbse@comcast.net,tG03-12766351,7.66
17038,5579,Edward,Young,(547) 146-0488,eyoung@hotmail.com,Jp08-51660240,19.28
88292,3198,Monique,Mason,(571) 254-1967,moniquemason@mail.com,nv72-30180254,23.68
25044,1125,Ana,Silva,(940) 270-1116,ana.silva@hotmail.com,oO39-58826368,14.61
22235,7246,Rachel,Martinez,(799) 189-3204,rachel.martinez@hotmail.com,Gm50-64105903,28.23
65343,5317,Lindsey,Mcdonald,(463) 655-6046,lmcdonald@icloud.com,ae96-94360180,9.27
68616,8120,Philip,Johnson,(816) 129-9157,johnsonp@hotmail.com,Dd64-87682605,12.53
49436,2862,John,Taylor,(609) 766-6495,johntaylor@yahoo.com,ca76-11298130,25.49
86747,8588,Erin,Harris,(565) 431-0519,erin_harris@icloud.com,EX87-54265307,11.54
56014,8186,Briana,Hale,(591) 606-6729,haleb@aol.com,yZ60-59115643,29.94
77291,5064,Carrie,Diaz,(908) 728-7617,diazc@hotmail.com,Bn35-71025476,2.58
23517,3981,Nicole,Rush,(444) 938-5622,nicole_rush@aol.com,QA49-71801302,28.48
19677,5717,Robert,Evans,(848) 711-3498,evansr@yahoo.com,kv22-87330152,16.74
13241,2506,Jerome,Padilla,(884) 729-4451,padillaj@hotmail.com,jb90-13170503,3.13
90708,4371,Evelyn,Townsend,(233) 400-0240,etownsend@yahoo.com,Nk38-25480198,28.83
53149,6755,Michelle,Ruiz,(415) 238-3253,michelle.ruiz@icloud.com,qy77-09039836,17.24
20428,5064,Kathryn,Jordan,(079) 604-1740,kathrynjordan@hotmail.com,yq70-28139400,12.2
77606,3447,Amy,Young,(132) 022-5628,amyyoung@gmail.com,ql70-46857397,10.36
96742,3402,Michelle,Brown,(953) 043-6092,mbrown@hotmail.com,KO25-82465107,1.32
93037,3322,Amy,Mullen,(179) 082-8417,amullen@mail.com,Yc06-56291561,13.71
15228,7038,Margaret,Walker,(686) 379-4544,walkerm@aol.com,Je85-59422748,5.14
91206,2442,Natasha,Pitts,(432) 893-2638,natashapitts@yahoo.com,VR22-93096152,2.75
69343,7577,Jennifer,Valdez,(280) 932-0497,jvaldez@mail.com,Uh86-52829091,22.88
38199,2609,Shelly,Carr,(006) 600-0610,shelly_carr@gmail.com,uH49-06753477,23.45
69456,6755,Michael,Mathis,(787) 444-0987,mathism@comcast.net,NW99-12365350,22.73
59852,7443,Brian,Kirby,(455) 990-2500,brian_kirby@yahoo.com,wk35-61042046,27.76
36894,4231,Wayne,Rogers,(982) 880-0852,wayne_rogers@hotmail.com,NQ65-15185074,28.9
28359,3926,Gina,Fischer,(536) 393-9999,gina_fischer@comcast.net,Ly14-96160076,2.2
47485,9627,Cory,Weeks,(348) 158-9880,weeksc@hotmail.com,an00-32026581,18.05
58987,2678,Nicholas,Weaver,(873) 551-9967,nweaver@outlook.com,WL60-81826859,14.96
65575,1746,Brendan,Bradley,(327) 439-0886,bbradley@gmail.com,Um42-65875544,19.4
52950,3488,Tammy,Owens,(859) 183-4378,towens@aol.com,mx43-21552676,9.54
55857,2707,Lori,Stanton,(066) 538-8888,lstanton@comcast.net,cV09-01681911,24.09
51786,7993,Penny,Hardin,(274) 537-4178,hardinp@icloud.com,nX85-40749400,24.51
47000,2743,Courtney,Solis,(878) 836-4729,courtney.solis@gmail.com,hG02-66348378,2.16
55641,8298,James,Boyle,(720) 001-7238,james_boyle@yahoo.com,Zj02-87870856,17.39
25174,5717,Candice,Stanley,(718) 359-2005,stanleyc@icloud.com,sA21-22704267,21.35
77545,8437,Kathleen,Jones,(095) 823-5302,kathleen_jones@mail.com,gx74-93301874,5.61
32689,5674,April,Williams,(341) 552-7758,williamsa@yahoo.com,ZA34-23557132,2.98
85657,6060,Courtney,Gilmore,(543) 833-9752,cgilmore@gmail.com,rZ58-26920565,22.05
84804,7724,Derek,Chan,(746) 029-4454,chand@mail.com,aG22-86908565,27.81
18933,6214,Craig,Drake,(128) 246-5403,drakec@icloud.com,Iv52-60272123,12.85
86816,7398,Chad,Riddle,(912) 334-1752,criddle@aol.com,lu06-46483626,4.14
25753,2524,April,Martinez,(349) 251-4599,martineza@comcast.net,Nw98-42237642,21.17
30252,1696,Heather,Mcclain,(061) 051-3931,heather.mcclain@hotmail.com,gN58-13596606,25.18
13795,6672,Chad,Scott,(543) 130-7119,chadscott@mail.com,Tc87-80350412,28.34
69048,2678,Courtney,Warren,(070) 740-8128,courtney_warren@mail.com,QP12-41113100,1.01
13075,2506,Abigail,Moreno,(318) 699-9261,abigail_moreno@yahoo.com,bi11-60640423,12.77
29840,2025,Barry,Edwards,(040) 177-7972,barry_edwards@hotmail.com,Tp35-79370692,25.86
99339,5107,Richard,Moore,(697) 805-0766,richardmoore@outlook.com,yW58-82970734,25.01
66269,8785,Jennifer,Watson,(592) 364-6983,jwatson@gmail.com,Cm00-49251318,8.04
24633,5296,Joshua,Johnson,(615) 315-9591,joshua_johnson@yahoo.com,zq20-76806167,19.08
53932,8419,Evan,Johnson,(658) 630-5817,ejohnson@comcast.net,Lc61-07427312,20.55
21358,6417,Jacqueline,Phillips,(784) 128-5285,jacquelinephillips@hotmail.com,pg01-96895498,9.89
61286,3270,Travis,Larsen,(091) 679-4941,tlarsen@gmail.com,NO42-49520437,4.19
38710,2861,Katrina,Simmons,(915) 154-7467,ksimmons@aol.com,MI47-81142864,1.54
21410,6339,Jessica,White,(824) 402-3713,jwhite@hotmail.com,Zq76-12609298,3.75
36607,3836,Lisa,Gardner,(919) 136-8907,gardnerl@icloud.com,Xh48-04403988,11.81
86891,8196,Gregory,Rhodes,(192) 243-0558,gregory.rhodes@aol.com,CA80-79640565,25.33
36672,3447,Stephen,Martin,(671) 054-8835,stephen_martin@icloud.com,EB30-84766632,1.73
63848,6803,Matthew,Rosario,(017) 460-3699,matthew_rosario@outlook.com,KW86-11103379,3.32
56307,2025,Christina,Randall,(685) 094-9797,randallc@hotmail.com,nl26-29525425,9.54
21474,3270,Julie,Sawyer,(260) 417-2439,julie.sawyer@yahoo.com,OO05-15828037,8.37
68926,1617,Lisa,Rocha,(722) 472-0352,lisarocha@yahoo.com,di53-85793483,27.62
95917,2163,Brittany,James,(681) 735-5994,bjames@mail.com,Li67-20324180,22.92
36245,2905,Darius,Howard,(861) 660-9635,howardd@mail.com,wK07-11588360,14.45
78244,6868,Robert,Mccarthy,(546) 099-0853,robert.mccarthy@yahoo.com,tY76-65930855,4.92
68239,4253,Vanessa,Bauer,(635) 112-3152,vanessa_bauer@yahoo.com,hg49-65162464,9.76
32525,1315,Michaela,Lynch,(758) 326-3002,michaelalynch@gmail.com,TW67-38432141,7.46
32776,7674,Kristin,Chen,(075) 319-1658,chenk@icloud.com,Bp70-95581935,3.57
98131,7784,Michael,Kidd,(820) 422-5991,michaelkidd@outlook.com,Ix93-28438941,3.42
43489,2506,Jacob,Hernandez,(492) 033-4423,jhernandez@hotmail.com,du04-77608350,18.86
63523,2997,David,Carrillo,(288) 960-9419,david.carrillo@gmail.com,Pm15-15569838,17.56
93275,2275,Travis,Vega,(396) 568-7069,travisvega@icloud.com,et00-09803177,10.93
67782,5317,Amanda,Matthews,(407) 986-8455,amatthews@outlook.com,Fh53-68637821,24.03
11153,2869,Leslie,Singh,(619) 359-4896,leslie_singh@aol.com,LT24-81945283,29.19
80774,1430,Calvin,Munoz,(937) 566-8763,calvinmunoz@aol.com,Vk69-15015917,29.93
29182,7227,Gregory,Smith,(031) 310-7360,gregorysmith@yahoo.com,Qv40-38278038,28.02
42670,2862,Brittney,Moore,(841) 208-7025,brittney.moore@mail.com,II65-49172623,17.07
61223,7134,Edward,Newton,(792) 005-1530,enewton@comcast.net,wn23-88158901,22.16
65234,7903,Meagan,Lawrence,(036) 889-0975,meagan.lawrence@comcast.net,hw23-09026131,29.1
61723,7262,Brian,Brown,(869) 371-3199,brownb@icloud.com,OJ49-50222358,7.31
28356,5620,David,Burns,(153) 963-9771,david.burns@outlook.com,ac59-25072214,20.17
81116,2678,Sheila,Jones,(950) 469-9410,sjones@mail.com,CV34-78995743,3.6
51444,1926,Melanie,Cunningham,(267) 468-8414,mcunningham@comcast.net,wS56-77264606,16.17
